TP1,ZFT,ECH,PER,NDEP,T1,T2,T3,T4,T5,T6,T7,T8,T8A,T8B,T9,T10,T11,T8C,TOIS,TDIS,TDIP,DP1,ZFD,D2A,D2B,D3,D4,D5A,D5B,D6,D7,D8,D9,D10,MODP,MOIP,DOIB,DIST,DISP,PP1,ZFP,JOUR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P14,P15,DP15,P16,P17,P18,P18A,P19,P20,P21,P22,P23,P24,P25,P26,COEP,P12A,P24A,P24B,MP1,ZFM,DATE,M1,M2,M3,M4,M5,M6,M7A,M8A,M9A,M10A,M11A,M12A,M13A,M7B,M8B,M9B,M10B,M11B,M12B,M13B,M7C,M8C,M9C,M10C,M11C,M12C,M13C,M7D,M8D,M9D,M10D,M11D,M12D,M13D,M14,M15A,M16A,M17A,M18A,M19A,M20A,M15B,M16B,M17B,M18B,M19B,M20B,M15C,M16C,M17C,M18C,M19C,M20C,M15D,M16D,M17D,M18D,M19D,M20D,M21,M22,M23,COEM,M24-1,M24-2,M12BIS,OP1,ZFO,O1A,O1B,O1C,O1D,O1E,O1F,O1G,O2,O3A,O3B,O3C,O3D,O3E,O3F,O3G,O3H,O3I,O4,O5A,O5B,O5C,O5D,O5E,O5F,O5G,O6A,O6B,O6C,O7A,O7B,O7C,O8A,O8B,O8C,COO2,O5H,O5I,O9,O10-1,O10-2,O11,O12-1,O12-2,O13,O14-1,O14-2,O14-3,O15,O16,O17-1,O17-2,O17-3,O18-1,O18-2,O18-3,O19-1,O19-2,O19-3,O20,O21,O22-1,O22-2,O23,O24-1,O24-2,O24-3,O25-1,O25-2,O26,O2B,O27-1,O27-2,O27-3,O28-1,O28-2,O29-1,O29-2,O30,O31,O32A,O33,O34,O35-1,O35-2
4,117003,87,2,1,1,7,31,116002,141003,4,,,,,,,,,2530,3795,3795,3,117003,1,,117003,830,29,,,136003,852,22,1,31,31,2530,3795,3795,2,117003,2,1,2,2,27,1.0,1.0,1.0,0.0,4.0,0.0,88.0,1.0,2.0,401451.0,27379,4.0,,3.0,5.0,1.0,5.0,5.0,4.0,3.0,1.0,1.0,,81.55063,3.0,1.0,,1,117003,10122014,4,3,2,,2,3,1.0,3.0,1994.0,5.0,1.0,2.0,4.0,1.0,3.0,2008.0,5.0,2.0,2.0,2.0,1.0,1.0,1995.0,8.0,1.0,2.0,2.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,77.6637,6.0,9.0,2.0,5.0,117003.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,24.0,25.0,3.0,37.0,4.0,25.0,4.0,17.0,164.5291,3.0,2.0,5.0,,,,,,2.0,1.0,,,5.0,69383.0,,,,,,,7.0,,,5.0,3.0,3.0,,1.0,11.0,,,2.0,4.0,1.0,1.0,10.0,12.0,,2.0,4.0,12.0,,,,2.0,3.0,,,
4,117003,87,2,2,1,4,31,141003,125006,8,,,,,,,,,1870,2805,2805,3,117003,29,,136003,1730,33,,,125001,1755,25,1,31,31,1870,2805,2805,2,117003,2,1,2,2,27,1.0,1.0,1.0,0.0,4.0,0.0,88.0,1.0,2.0,401451.0,27379,4.0,,3.0,5.0,1.0,5.0,5.0,4.0,3.0,1.0,1.0,,81.55063,3.0,1.0,,1,117003,10122014,4,3,2,,2,3,1.0,3.0,1994.0,5.0,1.0,2.0,4.0,1.0,3.0,2008.0,5.0,2.0,2.0,2.0,1.0,1.0,1995.0,8.0,1.0,2.0,2.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,77.6637,6.0,9.0,2.0,5.0,117003.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,24.0,25.0,3.0,37.0,4.0,25.0,4.0,17.0,164.5291,3.0,2.0,5.0,,,,,,2.0,1.0,,,5.0,69383.0,,,,,,,7.0,,,5.0,3.0,3.0,,1.0,11.0,,,2.0,4.0,1.0,1.0,10.0,12.0,,2.0,4.0,12.0,,,,2.0,3.0,,,
4,132003,28,2,3,1,0,22,132003,124005,0,,,,,,,,,2420,3810,3810,3,132003,1,,132003,1900,54,,,124005,1920,20,1,22,22,2420,3810,3810,2,132003,3,1,2,4,21,1.0,1.0,1.0,0.0,4.0,1.0,87.0,3.0,2.0,201651.0,5589,3.0,,3.0,1.0,2.0,5.0,5.0,4.0,3.0,1.0,1.0,,54.48386,1.0,5.0,,1,132003,13112014,4,3,2,,1,1,1.0,3.0,1999.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,53.46216,5.0,6.0,2.0,5.0,132003.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,24.0,28.0,10.0,34.0,38.0,4.0,8.0,16.0,126.9158,2.0,3.0,3.0,2.0,,4.0,3.0,,,,,,4.0,69383.0,,,,,,,1.0,2.0,7.0,5.0,2.0,3.0,,1.0,2.0,13.0,,1.0,4.0,1.0,1.0,1.0,5.0,9.0,3.0,4.0,1.0,2.0,,,2.0,1.0,2.0,,
4,131001,22,4,2,1,1,82,513009,905104,0,,,,,,,,,166680,245310,101050,3,131001,11,,513009,730,13,,,905104,915,105,1,82,82,166680,245310,101050,2,131001,1,1,1,3,18,2.0,1.0,1.0,0.0,3.0,0.0,89.0,2.0,2.0,513009.0,16868,1.0,2.0,,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,,76.32492,1.0,2.0,,1,131001,4112014,4,1,1,4.0,1,2,3.0,3.0,2011.0,8.0,1.0,2.0,2.0,1.0,2.0,2001.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,65.97215,3.0,5.0,2.0,5.0,131001.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,24.0,7.0,1.0,4.0,28.0,29.0,21.0,3.0,283.8148,2.0,2.0,5.0,,,,,,2.0,1.0,12.0,13.0,4.0,69383.0,,,,,,,,,,5.0,1.0,3.0,,1.0,1.0,3.0,9.0,1.0,3.0,1.0,1.0,1.0,2.0,10.0,,,1.0,2.0,,,2.0,3.0,,,
4,253001,145,2,1,1,0,21,253001,236251,4,3.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,7390,16390,16390,3,253001,1,,253001,1330,13,,,236251,1400,30,1,21,21,7390,16390,16390,2,253001,3,1,2,2,60,1.0,2.0,1.0,2.0,1.0,0.0,61.0,1.0,2.0,143451.0,13757,2.0,,1.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,23.35362,1.0,5.0,,1,253001,12032015,1,1,1,4.0,1,4,3.0,3.0,1988.0,9.0,1.0,1.0,2.0,2.0,3.0,2006.0,9.0,1.0,1.0,2.0,1.0,3.0,2003.0,4.0,1.0,1.0,2.0,1.0,1.0,1998.0,9.0,1.0,1.0,2.0,2,3.0,4.0,2.0,1976.0,1.0,2.0,3.0,4.0,2.0,1980.0,1.0,2.0,,,,,,,,,,,,,2,0.0,1,30.06249,2.0,,,5.0,253001.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,39.0,7.0,3.0,3.0,7.0,34.0,15.0,17.0,12.0,50.10034,2.0,1.0,4.0,,,,,,2.0,2.0,11.0,,2.0,69383.0,,,,12.0,,,7.0,8.0,10.0,3.0,2.0,3.0,,2.0,9.0,13.0,,1.0,2.0,1.0,1.0,1.0,2.0,8.0,4.0,5.0,1.0,6.0,2.0,21.0,2.0,1.0,2.0,,
4,131002,79,2,6,1,3,21,117002,131002,1,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2920,3850,3850,3,131002,63,1.0,117002,1700,1,,,131002,1725,25,1,21,21,2920,3850,3850,2,131002,1,1,1,1,74,2.0,2.0,1.0,2.0,2.0,0.0,61.0,3.0,2.0,242451.0,7638,1.0,2.0,,2.0,1.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,58.64711,1.0,5.0,,1,131002,6012015,4,3,1,3.0,2,2,1.0,2.0,1992.0,9.0,1.0,1.0,3.0,1.0,3.0,2014.0,7.0,3.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,72.01975,1.0,6.0,2.0,5.0,131002.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,22.0,3.0,7.0,13.0,3.0,1.0,18.0,4.0,7.0,112.1145,1.0,3.0,5.0,,,,,,2.0,2.0,,,5.0,69383.0,,,,,,,2.0,3.0,9.0,3.0,1.0,3.0,,1.0,2.0,3.0,7.0,1.0,2.0,5.0,1.0,1.0,2.0,10.0,4.0,5.0,12.0,13.0,5.0,,2.0,2.0,,4.0,6.0
4,236003,26,4,2,2,3,32,124004,236251,2,,,,,,,,,10220,15330,15330,3,236003,25,,122851,1700,1,,,236003,1800,60,3,32,32,13320,19980,19980,2,236003,5,1,2,3,18,2.0,1.0,2.0,0.0,4.0,0.0,88.0,3.0,2.0,122851.0,11230,4.0,,1.0,5.0,1.0,5.0,5.0,5.0,3.0,1.0,1.0,,71.41238,1.0,4.0,,1,236003,8112014,3,2,1,4.0,1,2,1.0,1.0,1997.0,4.0,1.0,3.0,2.0,1.0,1.0,1997.0,7.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0,1,67.43969,5.0,8.0,,5.0,236003.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,24.0,22.0,38.0,37.0,22.0,4.0,17.0,,336.5107,2.0,2.0,5.0,,,,,,2.0,13.0,,,2.0,69383.0,,,,,,,4.0,5.0,,5.0,2.0,3.0,,2.0,2.0,,,1.0,,4.0,1.0,1.0,9.0,10.0,5.0,,1.0,,,,2.0,3.0,,,
4,117003,87,2,4,1,3,31,125006,116001,12,,,,,,,,,970,1455,1455,3,117003,33,,125006,1825,1,,,117003,1845,20,1,31,31,970,1455,1455,2,117003,2,1,2,2,27,1.0,1.0,1.0,0.0,4.0,0.0,88.0,1.0,2.0,401451.0,27379,4.0,,3.0,5.0,1.0,5.0,5.0,4.0,3.0,1.0,1.0,,81.55063,3.0,1.0,,1,117003,10122014,4,3,2,,2,3,1.0,3.0,1994.0,5.0,1.0,2.0,4.0,1.0,3.0,2008.0,5.0,2.0,2.0,2.0,1.0,1.0,1995.0,8.0,1.0,2.0,2.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,77.6637,6.0,9.0,2.0,5.0,117003.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,24.0,25.0,3.0,37.0,4.0,25.0,4.0,17.0,164.5291,3.0,2.0,5.0,,,,,,2.0,1.0,,,5.0,69383.0,,,,,,,7.0,,,5.0,3.0,3.0,,1.0,11.0,,,2.0,4.0,1.0,1.0,10.0,12.0,,2.0,4.0,12.0,,,,2.0,3.0,,,
4,240003,144,2,6,2,2,21,213002,240003,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,10970,19940,19940,3,240003,11,,102004,2000,1,,,240003,2025,25,2,31,21,13710,24050,24050,2,240003,3,1,2,2,42,2.0,1.0,1.0,4.0,1.0,0.0,21.0,1.0,2.0,102004.0,11149,2.0,,1.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,64.99943,1.0,5.0,,1,240003,5032015,3,1,1,4.0,1,2,1.0,1.0,1998.0,4.0,1.0,1.0,2.0,3.0,1.0,2009.0,8.0,2.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,1,55.12072,5.0,10.0,2.0,5.0,240003.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,6.0,5.0,13.0,27.0,38.0,4.0,11.0,15.0,321.454,2.0,1.0,5.0,,,,,,2.0,1.0,2.0,,4.0,69290.0,,,,,,,2.0,3.0,7.0,4.0,2.0,3.0,,1.0,4.0,12.0,13.0,1.0,6.0,3.0,1.0,4.0,10.0,11.0,3.0,4.0,13.0,14.0,2.0,31.0,2.0,1.0,2.0,,
4,223005,93,3,1,1,0,15,223005,129002,2,1.0,1.0,0.0,0.0,3.0,2.0,0.0,,12250,21290,21290,3,223005,1,,223005,830,25,,,129002,850,20,1,15,15,12250,21290,21290,2,223005,5,1,1,3,28,1.0,1.0,1.0,0.0,4.0,0.0,88.0,4.0,2.0,129002.0,12251,1.0,1.0,,5.0,5.0,5.0,1.0,3.0,4.0,5.0,1.0,,475.2192,,4.0,,1,223005,14032015,2,3,1,4.0,1,3,1.0,1.0,2015.0,6.0,2.0,2.0,2.0,1.0,3.0,2011.0,4.0,2.0,2.0,2.0,1.0,3.0,2011.0,6.0,2.0,2.0,2.0,,,,,,,,2,2.0,3.0,1.0,2013.0,1.0,2.0,2.0,3.0,1.0,2012.0,1.0,2.0,,,,,,,,,,,,,1,0.0,1,237.2913,2.0,9.0,2.0,5.0,223005.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,21.0,23.0,34.0,10.0,17.0,4.0,2.0,935.627,2.0,2.0,4.0,,,,,,2.0,1.0,,,3.0,69383.0,9.0,,,10.0,,,7.0,8.0,,5.0,3.0,5.0,,1.0,3.0,,,6.0,,1.0,1.0,1.0,,,4.0,,3.0,4.0,,,2.0,2.0,,2.0,
4,131001,22,4,5,1,0,82,905104,513009,1,,,,,,,,,166680,233220,89180,3,131001,13,,905104,1530,11,,,513009,1715,105,1,82,82,166680,233220,89180,2,131001,1,1,1,3,18,2.0,1.0,1.0,0.0,3.0,0.0,89.0,2.0,2.0,513009.0,16868,1.0,2.0,,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,,76.32492,1.0,2.0,,1,131001,4112014,4,1,1,4.0,1,2,3.0,3.0,2011.0,8.0,1.0,2.0,2.0,1.0,2.0,2001.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,65.97215,3.0,5.0,2.0,5.0,131001.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,24.0,7.0,1.0,4.0,28.0,29.0,21.0,3.0,283.8148,2.0,2.0,5.0,,,,,,2.0,1.0,12.0,13.0,4.0,69383.0,,,,,,,,,,5.0,1.0,3.0,,1.0,1.0,3.0,9.0,1.0,3.0,1.0,1.0,1.0,2.0,10.0,,,1.0,2.0,,,2.0,3.0,,,
4,131001,22,4,4,1,1,82,905104,905104,0,,,,,,,,,1039,1870,0,3,131001,53,,905104,1315,13,,,905104,1330,15,1,82,82,1039,1870,0,2,131001,1,1,1,3,18,2.0,1.0,1.0,0.0,3.0,0.0,89.0,2.0,2.0,513009.0,16868,1.0,2.0,,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,,76.32492,1.0,2.0,,1,131001,4112014,4,1,1,4.0,1,2,3.0,3.0,2011.0,8.0,1.0,2.0,2.0,1.0,2.0,2001.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,65.97215,3.0,5.0,2.0,5.0,131001.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,24.0,7.0,1.0,4.0,28.0,29.0,21.0,3.0,283.8148,2.0,2.0,5.0,,,,,,2.0,1.0,12.0,13.0,4.0,69383.0,,,,,,,,,,5.0,1.0,3.0,,1.0,1.0,3.0,9.0,1.0,3.0,1.0,1.0,1.0,2.0,10.0,,,1.0,2.0,,,2.0,3.0,,,
4,236006,137,2,1,1,0,21,236006,236251,0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1220,1740,1740,3,236006,1,,236006,800,25,,,145651,900,60,3,32,21,15190,22695,22695,2,236006,1,1,2,2,24,1.0,1.0,1.0,0.0,4.0,0.0,88.0,3.0,2.0,145651.0,10688,2.0,,1.0,5.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,,124.3989,1.0,5.0,,1,236006,24032015,4,3,2,,1,2,1.0,3.0,2013.0,10.0,4.0,3.0,2.0,1.0,1.0,2012.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,117.4786,10.0,,,5.0,236006.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,6.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,36.0,1.0,5.0,16.0,1.0,3.0,38.0,34.0,32.0,195.3983,3.0,1.0,5.0,,,,,,2.0,14.0,,,4.0,69383.0,,,,,,,6.0,10.0,,1.0,1.0,3.0,,1.0,3.0,,,1.0,2.0,2.0,1.0,13.0,,,7.0,,1.0,7.0,,,2.0,1.0,2.0,,
4,228004,22,2,1,1,0,21,228004,228004,3,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,384,691,691,3,228004,1,,228004,830,61,22.0,,228004,835,5,1,21,21,384,691,691,2,228004,3,1,2,2,38,1.0,1.0,1.0,6.0,2.0,0.0,36.0,4.0,2.0,201001.0,10753,1.0,3.0,,1.0,1.0,5.0,5.0,1.0,2.0,4.0,1.0,6.0,162.5113,,5.0,,1,228004,11122014,4,2,1,4.0,1,2,1.0,4.0,2013.0,6.0,1.0,1.0,2.0,3.0,4.0,1998.0,6.0,2.0,3.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,149.0375,4.0,10.0,,5.0,228004.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,24.0,31.0,30.0,38.0,31.0,13.0,15.0,1.0,17.0,292.0612,2.0,3.0,5.0,,,,,,2.0,14.0,,,3.0,69292.0,9.0,18.0,,,,,7.0,8.0,,1.0,2.0,5.0,,1.0,13.0,,,1.0,8.0,1.0,1.0,8.0,,,4.0,,1.0,14.0,4.0,,2.0,2.0,,2.0,6.0
4,236001,115,2,3,1,0,11,236001,707008,0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,,6960,11860,11860,3,236001,1,,236001,1230,51,,,707008,1255,25,1,11,11,6960,11860,11860,2,236001,2,1,1,1,54,1.0,2.0,1.0,2.0,1.0,0.0,55.0,2.0,2.0,116001.0,12149,2.0,,3.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,137.0992,1.0,5.0,,1,236001,18032015,2,1,1,4.0,1,2,1.0,3.0,2008.0,6.0,1.0,2.0,2.0,1.0,1.0,2004.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1,117.4786,8.0,,2.0,5.0,236001.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,21.0,32.0,2.0,4.0,3.0,9.0,17.0,18.0,4.0,267.9805,1.0,1.0,5.0,,,,,,2.0,5.0,,,3.0,69389.0,,,,,,,,,,1.0,2.0,3.0,,2.0,6.0,,,1.0,,4.0,1.0,13.0,,,4.0,5.0,1.0,8.0,2.0,21.0,2.0,1.0,2.0,,
4,225008,24,3,5,1,1,22,225008,225001,1,,,,,,,,,1690,2730,2730,3,225008,1,,225008,1930,42,,,225001,1935,5,1,22,22,1690,2730,2730,2,225008,1,1,1,3,17,1.0,2.0,3.0,0.0,3.0,0.0,89.0,3.0,2.0,220451.0,9333,,,,,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,67.43763,1.0,4.0,,1,225008,25112014,1,1,1,4.0,1,2,1.0,1.0,1994.0,5.0,1.0,1.0,2.0,1.0,3.0,2006.0,7.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1,3.0,2.0,1.0,1994.0,1.0,2.0,,,,,,,,,,,,,,,,,,,0,,1,66.82075,4.0,9.0,,5.0,225008.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,24.0,16.0,36.0,36.0,3.0,34.0,4.0,17.0,8.0,249.5641,2.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,,,,,2.0,69292.0,,,,,,,10.0,,,5.0,1.0,1.0,3.0,1.0,1.0,2.0,9.0,4.0,8.0,1.0,1.0,1.0,12.0,,,,5.0,12.0,,,2.0,3.0,,,
4,228004,22,2,2,1,3,21,228004,228004,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,384,691,691,3,228004,63,22.0,228004,845,1,,,228004,850,5,1,21,21,384,691,691,2,228004,3,1,2,2,38,1.0,1.0,1.0,6.0,2.0,0.0,36.0,4.0,2.0,201001.0,10753,1.0,3.0,,1.0,1.0,5.0,5.0,1.0,2.0,4.0,1.0,6.0,162.5113,,5.0,,1,228004,11122014,4,2,1,4.0,1,2,1.0,4.0,2013.0,6.0,1.0,1.0,2.0,3.0,4.0,1998.0,6.0,2.0,3.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,149.0375,4.0,10.0,,5.0,228004.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,24.0,31.0,30.0,38.0,31.0,13.0,15.0,1.0,17.0,292.0612,2.0,3.0,5.0,,,,,,2.0,14.0,,,3.0,69292.0,9.0,18.0,,,,,7.0,8.0,,1.0,2.0,5.0,,1.0,13.0,,,1.0,8.0,1.0,1.0,8.0,,,4.0,,1.0,14.0,4.0,,2.0,2.0,,2.0,6.0
4,403001,119,1,2,1,0,21,257003,403001,1,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,9730,15940,15940,3,403001,11,,257003,1630,1,,,403001,1655,25,1,21,21,9730,15940,15940,2,403001,5,1,1,1,30,1.0,2.0,1.0,1.0,1.0,0.0,61.0,4.0,2.0,257003.0,9726,1.0,3.0,,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,88.81258,,5.0,5.0,1,403001,28032015,4,2,1,4.0,1,2,1.0,3.0,2007.0,7.0,1.0,1.0,4.0,1.0,3.0,1997.0,6.0,1.0,1.0,4.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,2,84.41407,,,,5.0,403001.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,8.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,7.0,36.0,22.0,10.0,38.0,23.0,23.0,29.0,30.0,143.3685,2.0,,5.0,,,,,,2.0,14.0,,,2.0,38544.0,7.0,18.0,,,,,1.0,9.0,10.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,1.0,2.0,5.0,,2.0,1.0,2.0,,
4,248003,118,2,3,1,0,21,218008,236451,0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,19370,30700,30700,3,248003,13,,218008,1530,11,,,236451,1550,20,1,21,21,19370,30700,30700,2,248003,2,1,1,1,40,1.0,1.0,1.0,3.0,1.0,0.0,46.0,4.0,2.0,236451.0,25839,1.0,2.0,,1.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,60.38578,,5.0,,1,248003,4032015,2,1,1,4.0,1,2,1.0,3.0,2012.0,11.0,1.0,1.0,2.0,3.0,3.0,2013.0,5.0,3.0,1.0,2.0,,,,,,,,,,,,,,,1,3.0,4.0,2.0,1989.0,1.0,2.0,,,,,,,,,,,,,,,,,,,2,0.0,1,68.11563,3.0,8.0,,5.0,248003.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,18.0,1.0,32.0,9.0,4.0,4.0,2.0,25.0,127.3482,3.0,1.0,5.0,,,,,,2.0,14.0,,,3.0,69383.0,16.0,,,5.0,11.0,,2.0,6.0,,2.0,1.0,1.0,,1.0,2.0,8.0,,2.0,4.0,3.0,1.0,1.0,2.0,3.0,5.0,,2.0,12.0,5.0,,2.0,2.0,,2.0,9.0
4,229752,84,1,4,1,1,21,228003,229752,1,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1280,2020,2020,3,229752,11,,228003,1720,1,,,229752,1730,10,1,21,21,1280,2020,2020,2,229752,5,1,1,1,25,1.0,1.0,3.0,5.0,1.0,0.0,47.0,4.0,2.0,228003.0,1280,1.0,3.0,,1.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,150.3105,,5.0,,1,229752,13122014,4,2,2,,1,1,4.0,3.0,2008.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,152.2979,4.0,,,5.0,229752.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,19.0,2.0,8.0,19.0,2.0,8.0,3.0,2.0,15.0,124.0355,1.0,2.0,2.0,2.0,,4.0,3.0,,,,,,4.0,69383.0,18.0,,,,,,7.0,10.0,,1.0,2.0,3.0,,1.0,3.0,13.0,,8.0,,3.0,1.0,1.0,10.0,,4.0,7.0,14.0,,5.0,,2.0,2.0,,10.0,
